ensembl_gene_id	external_gene_name	entrezgene_id	chromosome_name	start_position	end_position
ENSG00000258762	MTND4P33		chr14	84172841	84173606
ENSG00000253817			chr8	47198032	47198323
ENSG00000267533			chr18	12067173	12068417
ENSG00000259035			chr14	81741002	82030349
ENSG00000248457	LINC02220		chr5	12914068	13032886
ENSG00000253708			chr8	30176554	30180888
ENSG00000267722			chr18	12081540	12085267
ENSG00000229211	KCTD9P6		chr8	31219894	31220984
ENSG00000250587	HPRT1P2		chr5	30248350	30248893
ENSG00000267478			chr18	12091674	12093141
ENSG00000253317			chr8	72196334	72202269
ENSG00000248834	MARK2P5		chr5	15384220	15384853
ENSG00000181626	ANKRD62	342850	chr18	12093843	12129764
ENSG00000133874	RNF122	79845	chr8	33547754	33567128
ENSG00000279125			chr5	8685581	8685816
ENSG00000245729	LINC02226	729506	chr5	8333481	8457558
ENSG00000257644			chr14	18631388	18650966
ENSG00000234427			chr6	11810602	11811248
ENSG00000287138			chr6	19892397	19894214
ENSG00000124196	GTSF1L	149699	chr20	43726164	43727002
ENSG00000287359		101928463	chr6	17092714	17108156
ENSG00000229896			chr6	12007670	12008856
ENSG00000286556			chr5	9789295	9812664
ENSG00000103489	XYLT1	64131	chr16	17101769	17470960
ENSG00000173335	CST9	128822	chr20	23602410	23605917
ENSG00000270477			chr6	3693923	3694075
ENSG00000250332	PTPN11P4		chr5	23303565	23305143
ENSG00000100629	CEP128	145508	chr14	80476983	80959517
ENSG00000234276	SDR42E1P3		chr9	62690033	62690534
ENSG00000233656			chr6	11417207	11481324
ENSG00000230147			chr9	91169585	91170045
ENSG00000170161	FAM88B		chr9	62897368	62900104
ENSG00000218476	RPL6P18		chr6	23102680	23103546
ENSG00000223623			chr6	25053627	25057073
ENSG00000275115			chr8	27010486	27010746
ENSG00000101307	SIRPB1	10326	chr20	1561385	1620061
ENSG00000112273	HDGFL1	154150	chr6	22569566	22571666
ENSG00000253474			chr8	49086301	49229174
ENSG00000152582	SPEF2	79925	chr5	35617844	35814611
ENSG00000283480			chr6	21528739	21595593
ENSG00000229401	MIR5689HG	106660610	chr6	10434316	10456781
ENSG00000216754	RPL6P17		chr6	15102946	15104130
ENSG00000164379	FOXQ1	94234	chr6	1312098	1314758
ENSG00000226566			chr9	103361952	103429892
ENSG00000276149			chr9	61202718	61203087
ENSG00000230302	MTND3P4		chr9	101793454	101793756
ENSG00000180537	RNF182	221687	chr6	13924446	13980310
ENSG00000253484			chr8	49817586	49820944
ENSG00000279858			chr8	19375128	19375622
ENSG00000253190			chr8	66112667	66126632
ENSG00000200827	RNU6-324P		chr18	12098427	12098532
ENSG00000276422		124906839	chr9	60943311	60964196
ENSG00000267162	SDHDP1		chr18	12101997	12102470
ENSG00000267116	PMM2P2		chr18	12192203	12192934
ENSG00000279285			chr18	12199345	12200089
ENSG00000267643			chr18	12200779	12201979
ENSG00000276277			chr9	42213841	42213918
ENSG00000267076	MIX23P3		chr18	12211378	12211807
ENSG00000205636	LINC00583	100113404	chr9	13927971	13945610
ENSG00000267247			chr18	12230411	12231573
ENSG00000230161			chr9	100912320	100912741
ENSG00000270909			chr9	41979352	41983753
ENSG00000267663	PPIAP56		chr18	12246589	12247055
ENSG00000234910	IL6RP1		chr9	90081297	90082569
ENSG00000219693	FGF7P8		chr9	62888535	62889921
ENSG00000253205			chr8	63384839	63470205
ENSG00000176194	CIDEA	1149	chr18	12254361	12277595
ENSG00000236005			chr9	107534390	107535162
ENSG00000274181	RBPJP2		chr9	66635754	66637197
ENSG00000233727			chr9	107853783	107854258
ENSG00000136891	TEX10	54881	chr9	100302077	100352942
ENSG00000094841	UPRT	139596	chrX	75156388	75304885
ENSG00000287844			chr8	63651457	63693249
ENSG00000270328			chr8	56776283	56776874
ENSG00000253711			chr8	61300164	61301069
ENSG00000215117	LINC00588	26138	chr8	57279543	57286968
ENSG00000162104	ADCY9	115	chr16	3953387	4116442
ENSG00000253688			chr8	48551527	48556441
ENSG00000165061	ZMAT4	79698	chr8	40530590	40897833
ENSG00000216368	RPL7AP36		chr6	10118452	10119253
ENSG00000286590			chr6	20321461	20333193
ENSG00000200332	Y_RNA		chr22	41648089	41648190
ENSG00000213525	FAM32CP		chr10	74744386	74744707
ENSG00000223565			chr10	83735506	83736493
ENSG00000226163			chr10	72501746	72502956
ENSG00000279359			chr10	80249710	80254121
ENSG00000100138	SNU13	4809	chr22	41673933	41690504
ENSG00000124787	RPP40	10799	chr6	4994717	5004063
ENSG00000232950	ZNF519P1		chr10	80297720	80299655
ENSG00000238258			chr10	33211277	33213804
ENSG00000229543			chr10	78293842	78301003
ENSG00000231082	LINC02655	105378386	chr10	80649797	80653732
ENSG00000122952	ZWINT	11130	chr10	56357227	56361273
ENSG00000136144	RCBTB1	55213	chr13	49531946	49585558
ENSG00000125879	OTOR	56914	chr20	16748358	16770062
ENSG00000280302			chr18	12279427	12282739
ENSG00000199702	RNU6-170P		chr18	12304091	12304194
ENSG00000176014	TUBB6	84617	chr18	12307669	12344320
ENSG00000271303	SRXN1	140809	chr20	646615	653200
ENSG00000125821	DTD1	92675	chr20	18587942	18766644
ENSG00000285531			chr22	41676745	41677125
ENSG00000207457	RNU6-476P		chr22	41679711	41679817
ENSG00000231261	HMGN2P10		chr22	41709225	41709489
ENSG00000252603	RNU6ATAC22P		chr22	41722043	41722131
ENSG00000266503	RN7SL162P		chr22	28642979	28643270
ENSG00000252128	SNORD27	124900339	chr13	21139886	21139957
ENSG00000100209	HSCB	150274	chr22	28742039	28757515
ENSG00000121005	CRISPLD1	83690	chr8	74984505	75034558
ENSG00000165480	SKA3	221150	chr13	21153595	21176552
ENSG00000228174			chr9	97512706	97517836
ENSG00000277598			chr9	60546920	60547154
ENSG00000227521	TUBB4BP8		chrX	94319038	94320025
ENSG00000235932			chr9	64737403	64737755
ENSG00000226484		101928627	chrX	36365626	36440292
ENSG00000198785	GRIN3A	116443	chr9	101569352	101738647
ENSG00000232576			chrX	88908403	88908763
ENSG00000140382	HMG20A	10363	chr15	77420412	77485607
ENSG00000237211	SETP4		chrX	84755136	84756003
ENSG00000274022			chrX	90208895	90209418
ENSG00000230317	LINC01284	101926971	chrX	51095836	51224432
ENSG00000130703	OSBPL2	9885	chr20	62231922	62296213
ENSG00000243388	RPL3P3		chr14	56978409	56979621
ENSG00000258275	OR7K1P		chr14	25357764	25358689
ENSG00000258913	LINC02691	145195	chr14	104223584	104288069
ENSG00000262516	DPPA3P6		chr16	3840528	3841010
ENSG00000234390	USP27X-DT	158572	chrX	49876724	49879241
ENSG00000173141	MRPL57	78988	chr13	21176658	21179084
ENSG00000103199	ZNF500	26048	chr16	4748239	4767624
ENSG00000228182	MTND2P25		chrX	62843697	62844306
ENSG00000165259	HDX	139324	chrX	84317874	84502479
ENSG00000139971	ARMH4	145407	chr14	57999735	58298139
ENSG00000232926			chr22	19887289	19887970
ENSG00000271250			chr13	21216555	21216660
ENSG00000233405	LINC01046		chr13	21224521	21235204
ENSG00000270002			chr10	85644073	85648066
ENSG00000093010	COMT	1312	chr22	19941371	19969975
ENSG00000215571	GRK6P1		chr13	21319156	21320866
ENSG00000235076	GAPDHP52		chr13	21358373	21359314
ENSG00000233258			chr10	83911654	83912922
ENSG00000222747	RNA5SP25		chr13	21369790	21369899
ENSG00000270352			chr10	63658074	63658521
ENSG00000236953	ZDHHC20-IT1		chr13	21376977	21377874
ENSG00000233555	RPL7AP46		chr9	63581254	63581834
ENSG00000226908	H2BP6		chr13	21483834	21484174
ENSG00000234942	GRID1-AS1	100507470	chr10	85577731	85607213
ENSG00000198312	BMS1P9		chr9	63055641	63059217
ENSG00000165487	MICU2	221154	chr13	21492691	21604181
ENSG00000155833	CYLC2	1539	chr9	102995311	103018488
ENSG00000184923	NUTM2A	728118	chr10	87225448	87236908
ENSG00000226097		101927769	chr7	20296637	20314512
ENSG00000217566	TDGF1P4		chr6	3941282	3941801
ENSG00000232947	LINC02543		chr6	15994944	15999797
ENSG00000273252	OR7E39P		chr7	6835420	6835794
ENSG00000124795	DEK	7913	chr6	18223860	18264548
ENSG00000258798	CCDC88C-DT		chr14	91418266	91421176
ENSG00000226291			chr7	1080863	1082178
ENSG00000258875			chr14	91242759	91252211
ENSG00000106399	RPA3	6119	chr7	7636518	7718607
ENSG00000287522			chr16	8615855	8618033
ENSG00000225460			chr9	89472237	89472692
ENSG00000275927			chr16	17445825	17446380
ENSG00000273381			chr9	91206175	91210299
ENSG00000261090		112268176	chr16	23017723	23026285
ENSG00000165030	NFIL3	4783	chr9	91409045	91423832
ENSG00000258749			chr14	99512501	99513576
ENSG00000258506			chr14	84951274	84951373
ENSG00000258729			chr14	96275046	96276723
ENSG00000260017			chr16	18803083	18812181
ENSG00000258608	DNAJC19P9		chr14	45290036	45290386
ENSG00000262185	LINC02861	102724927	chr16	3930806	3950586
ENSG00000234382			chr10	80233664	80245367
ENSG00000225072	OR7E116P		chr9	90232185	90233141
ENSG00000272767	JMJD1C-AS1	84989	chr10	63465229	63466563
ENSG00000258792		105370616	chr14	89628921	89642671
ENSG00000095209	TMEM38B	55151	chr9	105694541	105776629
ENSG00000237267	LINC01519	101929624	chr10	85193421	85197958
ENSG00000213731	RAB5CP1		chr10	74423435	74424014
ENSG00000271710	NDUFA8P1		chr10	74641410	74641776
ENSG00000280166			chr10	72730557	72731175
ENSG00000283213			chr16	22806289	22813680
ENSG00000258519			chr14	58184576	58185507
ENSG00000261612	SUB1P3		chr16	4562814	4563128
ENSG00000165512	ZNF22	7570	chr10	45000923	45005326
ENSG00000230022	FNTAP2		chr13	21530690	21531323
ENSG00000207518	RNU6-59P		chr13	21551304	21551410
ENSG00000226525	RPS7P10		chr13	21628413	21629015
ENSG00000182601	HS3ST4	9951	chr16	25691959	26137685
ENSG00000258766	DIO2-AS1	100628307	chr14	80211419	80455469
ENSG00000102678	FGF9	2254	chr13	21671073	21704498
ENSG00000122359	ANXA11	311	chr10	80150889	80205572
ENSG00000119720	NRDE2	55051	chr14	90267860	90331969
ENSG00000278979			chr16	12374355	12376032
ENSG00000260892			chr15	75676227	75677162
ENSG00000122584	NXPH1	30010	chr7	8433609	8752961
ENSG00000244197	RN7SL766P		chr13	21790537	21790845
ENSG00000236988	CTDSPL2P1		chrX	100149783	100151340
ENSG00000259512	HNRNPA1P5		chr15	67627852	67629135
ENSG00000226722	LINC00424	100874182	chr13	21872763	21878256
ENSG00000278988			chr9	82543718	82544196
ENSG00000223467	CALM1P1		chrX	95499604	95500036
ENSG00000234394	LINC03025	101929800	chr9	68306528	68330626
ENSG00000234394	LINC03025	440896	chr9	68306528	68330626
ENSG00000270268	CORO1CP1		chrX	79369364	79370165
ENSG00000236365	EIF3MP1		chrX	82875649	82875885
ENSG00000235061	UBE2V1P7		chrX	78554412	78554751
ENSG00000140505	CYP1A2	1544	chr15	74748845	74756607
ENSG00000223446		101927993	chr9	93091460	93095546
ENSG00000231706	CYCSP43		chrX	69485343	69485652
ENSG00000103534	TMC5	79838	chr16	19410496	19499113
ENSG00000234766	LINC01496		chrX	51498490	51511005
ENSG00000273644			chr7	37032	37477
ENSG00000228598	MACC1-AS1	100874041	chr7	20141916	20153531
ENSG00000131668	BARX1	56033	chr9	93951627	93955355
ENSG00000120697	ALG5	29880	chr13	36949738	37000763
ENSG00000229667	UBE2V1P9		chrX	90289536	90289903
ENSG00000235920	THRAP3P3		chr7	11820317	11821294
ENSG00000174740	PABPC5	140886	chrX	91434595	91438584
ENSG00000233108	GLCCI1-DT		chr7	7958183	7969903
ENSG00000273230			chr7	1464497	1467522
ENSG00000223866			chr7	20641558	20641948
ENSG00000272894	MIOS-DT		chr7	7552462	7566996
ENSG00000186288	PABPC1L2A	340529	chrX	73077276	73079512
ENSG00000218823	PAPOLB	56903	chr7	4857738	4862030
ENSG00000224065	SRIP2		chrX	89367435	89367600
ENSG00000231525			chr7	20588990	20590085
ENSG00000174225	ARL13A	392509	chrX	100969708	100990831
ENSG00000230370	RPL23AP52		chr7	11006399	11006876
ENSG00000287409			chr7	9981516	10085494
ENSG00000235828	RPL36AP26		chr7	15701435	15701752
ENSG00000205897	OR7E136P		chr7	6866658	6867672
ENSG00000104679	R3HCC1	203069	chr8	23270120	23296279
ENSG00000231107	LINC01508	101927873	chr9	90300885	90433566
ENSG00000241539			chr7	6924078	6924513
ENSG00000267055			chr7	20096137	20130475
ENSG00000278485			chr9	60944555	60944636
ENSG00000106392	C1GALT1	56913	chr7	7156934	7248616
ENSG00000277899	MLECP1		chr18	44522366	44523074
ENSG00000227350	PPIAP88		chr9	107543151	107543616
ENSG00000267414	SETBP1-DT	101927943	chr18	44676927	44679717
ENSG00000235201	LINC02578		chr9	118740563	118745312
ENSG00000226327	RPSAP49		chr9	88324454	88325339
ENSG00000280365			chr18	44732575	44733315
ENSG00000140284	SLC27A2	11001	chr15	50182196	50236385
ENSG00000229541	GAPDHP26		chr9	100975668	100976682
ENSG00000225901	MTND2P9		chr9	80565032	80565962
ENSG00000224282			chr5	31822561	31823136
ENSG00000265957	MIR4319	100422829	chr18	44970082	44970166
ENSG00000224267			chr9	63728877	63744910
ENSG00000279319			chr18	44986109	44989203
ENSG00000267101			chr18	45104361	45181382
ENSG00000250389	MTND6P2		chr5	8618581	8619104
ENSG00000275239	FAM242F	105379447	chr9	41657708	41699072
ENSG00000249557	HSPD1P15		chr5	19233366	19234487
ENSG00000249490	LINC02146		chr5	20606710	20616441
ENSG00000183067	IGSF5	150084	chr21	39745183	39802081
ENSG00000279635			chr5	8980404	8980659
ENSG00000231166	TUBB4BP6		chr9	118763867	118764345
ENSG00000249266	MTHFD2P6		chr5	41967139	41968366
ENSG00000228366			chr9	105710290	105710781
ENSG00000230418	ARL2BPP7		chr9	102055252	102055741
ENSG00000267286			chr18	13183402	13185617
ENSG00000236130	PTCSC2	101928337	chr9	97699625	97853080
ENSG00000214132			chr5	20304045	20305448
ENSG00000267239			chr18	13203774	13216367
ENSG00000253104			chr5	22139247	22141468
ENSG00000248537			chr5	9363275	9422481
ENSG00000267177			chr18	13234945	13236470
ENSG00000279020	C18orf15	147276	chr18	13239543	13242076
ENSG00000286926			chr18	13276427	13277155
ENSG00000248908	LINC02239	340107	chr5	24835280	24840583
ENSG00000279275			chr18	13279415	13280110
ENSG00000232203	SLC25A6P2		chr9	31253901	31254777
ENSG00000267393			chr18	13362203	13366243
ENSG00000223602			chr9	64878790	64889063
ENSG00000213704	EEF1A1P15		chrX	98389512	98390919
ENSG00000237070		105375166	chr7	15667947	15681980
ENSG00000274790	Y_RNA		chr21	6223480	6223580
ENSG00000248223			chr5	17353910	17354899
ENSG00000258394			chr14	42362983	42703655
ENSG00000267690	LDLRAD4-AS1	100288122	chr18	13419421	13427480
ENSG00000230537	LINC02937		chr9	91104327	91213046
ENSG00000258424			chr14	90402523	90405235
ENSG00000275496		102724701	chr21	6228966	6267317
ENSG00000275496		102723360	chr21	6228966	6267317
ENSG00000235431			chr7	9869774	9985895
ENSG00000249521	LINC02114	101929153	chr5	4773481	4774865
ENSG00000205476	CCDC85C	317762	chr14	99500190	99604207
ENSG00000266146	MIR5190	100847080	chr18	13459947	13460026
ENSG00000165288	BRWD3	254065	chrX	80669503	80809877
ENSG00000267694			chr18	13461020	13470823
ENSG00000276478			chr9	87799501	87821803
ENSG00000267529			chr18	13471012	13472709
ENSG00000229533			chr7	19144293	19146253
ENSG00000248813			chr5	31741833	31742327
ENSG00000233787			chr5	29881709	29882945
ENSG00000237626			chr9	89825964	90019549
ENSG00000267366			chr18	13500641	13501289
ENSG00000286432			chr5	28614613	28654531
ENSG00000234800	PCMTD1P3		chr7	23721311	23721782
ENSG00000250822	LINC02111	401177	chr5	17378906	17387310
ENSG00000267136			chr18	13514520	13522888
ENSG00000267503			chr18	13561399	13565035
ENSG00000248426			chr5	26669711	26669989
ENSG00000263527	MIR4526	100616130	chr18	13611114	13611200
ENSG00000266954			chr18	13644815	13645685
ENSG00000244239	ICA1-AS1		chr7	8262233	8262821
ENSG00000249941			chr5	4866521	4874759
ENSG00000236510			chr7	3642815	3643784
ENSG00000248145			chr5	13144000	13190677
ENSG00000177150	FAM210A	125228	chr18	13663347	13726663
ENSG00000232821			chr7	19112474	19114271
ENSG00000240376			chr5	33162179	33162807
ENSG00000286377			chr5	15425758	15496353
ENSG00000223838			chr7	19353531	19578606
ENSG00000251654			chr5	25218973	25298612
ENSG00000280019			chr21	6272135	6276532
ENSG00000276332			chr5	38197432	38198148
ENSG00000250455			chr5	37377049	37377971
ENSG00000242802	AP5Z1	9907	chr7	4775615	4794397
ENSG00000279709			chr21	6309161	6312948
ENSG00000235570	LINC00533	387055	chr6	28648286	28649066
ENSG00000251629	LINC02241	105374676	chr5	20611806	20937800
ENSG00000283408	MIR548A1HG		chr6	18522735	18674001
ENSG00000276902	Y_RNA		chr21	6365955	6366055
ENSG00000280145		102724701	chr21	6630182	6670695
ENSG00000271225	BNIP3P4		chr9	64810865	64811429
ENSG00000156755	IGKV1OR-2		chr9	64765054	64765535
ENSG00000286785	LINC01622	285768	chr6	958323	1101400
ENSG00000204711	CFAP95	138255	chr9	69820817	69906227
ENSG00000254131			chr8	42484600	42485019
ENSG00000285759			chr6	10426623	10429110
ENSG00000104722	NEFM	4741	chr8	24913758	24919098
ENSG00000279788			chr21	6676178	6679962
ENSG00000286633			chr6	25012985	25015696
ENSG00000120699	EXOSC8	11340	chr13	36998816	37025881
ENSG00000259467	NDUFAF4P1		chr15	49156329	49156847
ENSG00000223677	OR2AD1P		chr6	29026680	29027607
ENSG00000229313			chr6	25041839	25056664
ENSG00000230873	STMND1	401236	chr6	17102050	17131378
ENSG00000248550	OTX2-AS1		chr14	56813183	57152177
ENSG00000136381	IREB2	3658	chr15	78437431	78501453
ENSG00000279728			chr21	6712596	6716361
ENSG00000279962			chr18	13710249	13710484
ENSG00000242707	RN7SL362P		chr18	13715102	13715368
ENSG00000237425	RPSAP2		chr6	28732017	28732904
ENSG00000280164			chr21	6721812	6725209
ENSG00000101654	RNMT	8731	chr18	13726660	13764556
ENSG00000284031	MIR4761	100616414	chr22	19963753	19963834
ENSG00000218020	THAP12P5		chr6	11514192	11516466
ENSG00000183778	B3GALT5	10317	chr21	39556442	39673137
ENSG00000099889	ARVCF	421	chr22	19969896	20016823
ENSG00000220748			chr6	23971879	23972941
ENSG00000231662			chr6	19290319	19321021
ENSG00000213916	RPL13P		chr6	28861416	28862047
ENSG00000080823	MOK	5891	chr14	102224500	102305190
ENSG00000236336	CDYL-AS1	101927913	chr6	4774526	4775408
ENSG00000270937			chr6	1026494	1027225
ENSG00000272142	LYRM4-AS1	100129461	chr6	5003774	5045666
ENSG00000271290	COPS8P1		chrX	86798598	86799226
ENSG00000237506	RPSAP15		chrX	87703343	87704203
ENSG00000287223			chrX	42723209	42755892
ENSG00000254001			chr8	78148101	78153913
ENSG00000229132	EIF4A1P10		chrX	92113246	92114461
ENSG00000235626	KRT18P66		chr9	30773464	30774732
ENSG00000230889	SHC1P1		chrX	64432401	64434145
ENSG00000131669	NINJ1	4814	chr9	93121496	93134251
ENSG00000164751	PEX2	5828	chr8	76980258	77001044
ENSG00000158813	EDA	1896	chrX	69616067	70039472
ENSG00000231106	LINC01436		chr21	36005137	36007838
ENSG00000289221			chr21	36429346	36430100
ENSG00000237989	LINC01679	101928399	chr21	43358147	43362349
ENSG00000217746			chr6	7938430	7939322
ENSG00000219262	OR2E1P		chr6	28455648	28456141
ENSG00000223342			chr6	6901022	6918715
ENSG00000233922	LINC01694	105372840	chr21	45590771	45603088
ENSG00000095951	HIVEP1	3096	chr6	12008762	12164999
ENSG00000185433	LINC00158	54072	chr21	25385388	25431701
ENSG00000279502			chr10	72756398	72757016
ENSG00000285257			chr10	87214136	87216173
ENSG00000122378	PRXL2A	84293	chr10	80407829	80437115
ENSG00000253147	LINC03023	102467222	chr8	20953127	20968904
ENSG00000147485	PXDNL	137902	chr8	51319577	51809445
ENSG00000227068			chr9	125567579	125573023
ENSG00000235601	BARX1-DT	101928040	chr9	93955597	93959140
ENSG00000278382			chr9	90108244	90108518
ENSG00000188419	CHM	1121	chrX	85861180	86047561
ENSG00000259953	LINC02977		chr9	112028570	112039143
ENSG00000234883	MIR155HG	114614	chr21	25561810	25575168
ENSG00000288842			chr21	45319825	45320834
ENSG00000289511			chr21	46667379	46669249
ENSG00000273102			chr21	33967100	33968573
ENSG00000289001			chr21	36070024	36070700
ENSG00000289224			chr21	45975732	45977714
ENSG00000160294	MCM3AP	8888	chr21	46235133	46286297
ENSG00000272057	ANKH-DT		chr5	14872332	14872713
ENSG00000286625			chr5	25963839	25990687
ENSG00000219682			chr6	25140003	25141403
ENSG00000249016			chr5	54956235	54957846
ENSG00000279097			chr5	8572047	8572206
ENSG00000197320			chr7	9726241	9728272
ENSG00000228666	KRT18P1		chr6	28969130	28970460
ENSG00000253123		100507403	chr8	37326575	37331991
ENSG00000197969	VPS13A	23230	chr9	77177445	77421537
ENSG00000229646			chr6	14597514	14599690
ENSG00000248118	LINC01019	285577	chr5	3357264	3536094
ENSG00000235559	NOP56P1		chr6	28783633	28784004
ENSG00000234356			chr7	10476581	10476878
ENSG00000228772			chr6	22589137	22593833
ENSG00000226301	PDCL3P1		chr8	60387262	60387995
ENSG00000243531	EVA1CP3		chr7	6900424	6900623
ENSG00000145990	GFOD1	54438	chr6	13357830	13487662
ENSG00000254136			chr8	51996210	52008355
ENSG00000287883			chr7	115186	132034
ENSG00000215177	IGLV8OR8-1		chr8	47202444	47202897
ENSG00000189227	C15orf61	145853	chr15	67521131	67530146
ENSG00000230879	RBMX2P4		chr7	12922545	12922920
ENSG00000240540	RPL3P9		chr8	79571153	79572335
ENSG00000250668	LINC02123	101929261	chr5	7346986	7348671
ENSG00000189043	NDUFA4	4697	chr7	10931943	10940153
ENSG00000251354			chr8	47546804	47547926
ENSG00000286254			chr5	7226156	7229357
ENSG00000230571			chr5	26669346	26669736
ENSG00000286741			chr5	32653321	32656022
ENSG00000259440	NPM1P43		chr15	73161779	73162928
ENSG00000091656	ZFHX4	79776	chr8	76681239	76867281
ENSG00000287741			chr15	70556521	70562722
ENSG00000056097	ZFR	51663	chr5	32354350	32444740
ENSG00000259624			chr15	70768011	70778868
ENSG00000227581	STAU2P1		chrX	90039213	90039834
ENSG00000260096	DNM1P33		chr15	74062780	74063785
ENSG00000152954	NRSN1	140767	chr6	24126186	24154900
ENSG00000231206	HNRNPA1P25		chrX	74473017	74473953
ENSG00000138622	HCN4	10021	chr15	73319859	73368958
ENSG00000288059			chrX	81475532	81498083
ENSG00000271433	PPATP2		chrX	78699384	78699891
ENSG00000215105	TTC3P1		chrX	75740831	75746911
ENSG00000236185	HNRNPDLP3		chrX	95610578	95610957
ENSG00000231478	FCF1P9		chrX	86481532	86481813
ENSG00000232069	RPS29P28		chrX	96195477	96195617
ENSG00000280870	MIR325HG	101928469	chrX	76656866	77014532
ENSG00000183597	TANGO2	128989	chr22	20017014	20067164
ENSG00000230962	LINC01520	101929684	chr10	85449592	85492001
ENSG00000006747	SCIN	85477	chr7	12570577	12660182
ENSG00000259221			chr15	47359430	47396732
ENSG00000286445			chr10	87500337	87504837
ENSG00000235279			chr10	51302566	51306709
ENSG00000280134			chr10	85555484	85557436
ENSG00000107789	MINPP1	9562	chr10	87504875	87553461
ENSG00000237346			chr6	14391094	14393929
ENSG00000274212			chr6	16041381	16041614
ENSG00000242524	OR2U2P		chr6	29268462	29269421
ENSG00000225595	LINC01623		chr6	28859625	28864630
ENSG00000270308	TEX101P1		chrX	99656997	99657381
ENSG00000225536	STIP1P3		chrX	86084716	86086339
ENSG00000232842	KAT7P1		chrX	95973328	95974315
ENSG00000229946	B3GNT2P1		chrX	99886740	99887691
ENSG00000220685			chr6	5065795	5066982
ENSG00000266049			chr18	2688564	2833065
ENSG00000231875			chrX	81363268	81364170
ENSG00000285424			chr6	4304942	4583871
ENSG00000207034	Y_RNA		chr18	2778941	2779057
ENSG00000124429	POF1B	79983	chrX	85277396	85379717
ENSG00000179151	EDC3	80153	chr15	74630558	74696292
ENSG00000132205	EMILIN2	84034	chr18	2847006	2916003
ENSG00000008083	JARID2	3720	chr6	15246069	15522042
ENSG00000272625			chr18	2920966	2921685
ENSG00000101074	R3HDML	140902	chr20	44337043	44351238
ENSG00000265907			chr18	2948238	2960756
ENSG00000266397			chr18	2967018	2985410
ENSG00000101098	RIMS4	140730	chr20	44751808	44810546
ENSG00000264186	SNRPCP4		chr18	2990652	2991078
ENSG00000248417			chr4	33433510	33437877
ENSG00000283083	LINC02498	102723525	chr4	10737558	10749586
ENSG00000277447			chr18	3025069	3025387
ENSG00000252258	SNORA70	124900407	chr18	3025434	3025566
ENSG00000235858			chr10	80333771	80334426
ENSG00000251430	MTCO3P27		chr4	64606418	64606613
ENSG00000252353	RNU7-25P		chr18	3093568	3093629
ENSG00000249563	EVA1CP1		chr4	9733370	9742361
ENSG00000229928	LINC00400		chr13	43158631	43159466
ENSG00000265399			chr18	3190397	3247277
ENSG00000231060	FARSBP1		chr10	80776165	80778088
ENSG00000230501	ANKRD30BP3		chr10	45156775	45176925
ENSG00000276569			chr13	43179501	43181193
ENSG00000248425			chr4	14390439	14393992
ENSG00000253659			chr8	79259402	79314951
ENSG00000120658	ENOX1	55068	chr13	43213130	43786972
ENSG00000280043			chr4	49229573	49231284
ENSG00000244031	RPS3AP17		chr4	29962644	29963758
ENSG00000101608	MYL12A	10627	chr18	3247481	3256236
ENSG00000108064	TFAM	7019	chr10	58385345	58399220
ENSG00000249334			chr4	10685003	10697661
ENSG00000254204			chr8	53515170	53515905
ENSG00000102271	KLHL4	56062	chrX	87517409	87670050
ENSG00000254051			chr8	68176768	68177221
ENSG00000254305	MRPL9P1		chr8	76603240	76603852
ENSG00000217030			chr6	4979072	4979494
ENSG00000091490	SEL1L3	23231	chr4	25747433	25863760
ENSG00000287002			chr6	7232556	7232678
ENSG00000177182	CLVS1	157807	chr8	61057158	61501645
ENSG00000220868	MRPL35P1		chr6	13949095	13949666
ENSG00000217083	MTCO2P33		chr6	24947880	24948344
ENSG00000224233	OR2J4P		chr6	29181510	29182445
ENSG00000227206			chr6	29124210	29128908
ENSG00000284656			chr6	29162475	29166201
ENSG00000231133	HAR1B	768097	chr20	63090806	63102631
ENSG00000204713	TRIM27	5987	chr6	28903002	28923988
ENSG00000274915			chr20	63102142	63102259
ENSG00000225978	HAR1A		chr20	63102205	63104386
ENSG00000287324			chr20	63116218	63117205
ENSG00000260416			chr20	63127495	63129459
ENSG00000286628			chr20	63144311	63152087
ENSG00000207598	MIR124-3	406909	chr20	63178500	63178586
ENSG00000149658	YTHDF1	54915	chr20	63195429	63216139
ENSG00000164877	MICALL2	79778	chr7	1428465	1459470
ENSG00000232540	RPL36P19		chr13	43394525	43394825
ENSG00000238189	ENOX1-AS2		chr13	43458465	43459484
ENSG00000254775		105375861	chr8	60046755	60136599
ENSG00000233821	ENOX1-AS1		chr13	43543918	43548056
ENSG00000287842			chr13	43607313	43629464
ENSG00000287029			chr13	43786781	43814798
ENSG00000270522			chr13	43787591	43787852
ENSG00000151773	CCDC122	160857	chr13	43823909	43879740
ENSG00000273821			chr20	63218041	63218502
ENSG00000101197	BIRC7	79444	chr20	63235883	63240495
ENSG00000253849			chr8	50381015	50382275
ENSG00000104442	ARMC1	55156	chr8	65602458	65634217
ENSG00000236417	CTSLP1		chr10	87386685	87390203
ENSG00000274001			chr13	43877715	43878163
ENSG00000178429	RPS3AP5		chr10	84560443	84561263
ENSG00000179630	LACC1	144811	chr13	43879284	43893932
ENSG00000234743	EIF5AP4		chr10	80247219	80247683
ENSG00000282952			chr10	78538391	78551719
ENSG00000206448	PPIAP30		chr10	15154802	15155320
