ensembl_gene_id	external_gene_name	entrezgene_id	chromosome_name	start_position	end_position
ENSMUSG00000116638	Gm49650	NA	chr16	67961347	67961743
ENSMUSG00000089385	Gm24681	NA	chr16	68249747	68249853
ENSMUSG00000116859	Gm49651	NA	chr16	68307823	68308057
ENSMUSG00000022914	Brwd1	93871	chr16	95793292	95883726
ENSMUSG00000007812	Zfp655	72611	chr5	145168525	145184112
ENSMUSG00000063063	Ctnna2	12386	chr6	76858620	77956682
ENSMUSG00002076175	Gm54682	NA	chr15	33589752	33589882
ENSMUSG00000115779	4930592A05Rik	75880	chr15	33594027	33653582
ENSMUSG00000038984	Tspyl5	239364	chr15	33684021	33688030
ENSMUSG00000115362	Gm49088	NA	chr15	33757616	33757935
ENSMUSG00000115318	Gm49089	NA	chr15	33831594	33834499
ENSMUSG00000115605	Gm9643	NA	chr15	34012798	34013168
ENSMUSG00000115428	Gm41290	105245910	chr15	34022141	34037926
ENSMUSG00000115440	Gm49091	NA	chr15	34053264	34053413
ENSMUSG00002076923	Gm54686	NA	chr15	74435670	74435764
ENSMUSG00000022603	Mroh4	69439	chr15	74477878	74508202
ENSMUSG00000080873	Rpl30-ps3	NA	chr2	90577960	90578307
ENSMUSG00000038550	Ciart	229599	chr3	95785815	95789563
ENSMUSG00000026835	Fcnb	14134	chr2	27966390	27974897
ENSMUSG00000079536	Ctag2l1	628456	chrX	73523893	73525005
ENSMUSG00000097331	F420014N23Rik	100038591	chr10	127031118	127038512
ENSMUSG00000082707	Gm6881	NA	chrX	73530195	73531027
ENSMUSG00000083283	Gm15361	NA	chrX	73537985	73538428
ENSMUSG00000092307	Vmn2r-ps76	NA	chr7	85464655	85465393
ENSMUSG00000025417	Pip4k2c	117150	chr10	127032936	127047454
ENSMUSG00000092287	Vmn2r-ps77	NA	chr7	85471122	85471458
ENSMUSG00000032640	Chsy1	269941	chr7	65759263	65823546
ENSMUSG00000083768	Gm15362	NA	chrX	73547621	73548008
ENSMUSG00000082447	Gm15364	NA	chrX	73554552	73555136
ENSMUSG00000065291	Gm26125	115489279	chrX	73577891	73577997
ENSMUSG00000106188	Gm9710	NA	chr5	145202689	145203187
ENSMUSG00000103731	Gm17530	NA	chr9	86428735	86429206
ENSMUSG00000089719	Gm15758	NA	chr8	55162022	55163416
ENSMUSG00000031433	Rbm41	237073	chrX	138790260	138899344
ENSMUSG00002075499	Gm55061	NA	chr8	55319296	55319414
ENSMUSG00000070420	Zscan25	666311	chr5	145217310	145228088
ENSMUSG00000071169	Defb46	574081	chr8	19289932	19292159
ENSMUSG00000097634	Gm26827	NA	chr7	65759263	65822869
ENSMUSG00000065800	Gm23042	NA	chr7	65769051	65769151
ENSMUSG00000108699	Gm18988	NA	chr7	65776702	65777447
ENSMUSG00000032311	Nrg4	83961	chr9	55127506	55234128
ENSMUSG00000108686	Gm45080	NA	chr7	65840303	65840585
ENSMUSG00000031517	Gpm6a	234267	chr8	55407878	55513906
ENSMUSG00000070458	Vmn2r73	620928	chr7	85499881	85525474
ENSMUSG00000019866	Crybg1	11630	chr10	43826632	44024849
ENSMUSG00000104682	Gm42636	NA	chr5	145229580	145231818
ENSMUSG00000029156	Sgcb	24051	chr5	73790092	73805133
ENSMUSG00000105037	Gm25203	NA	chr12	102219731	102219946
ENSMUSG00000064776	Gm25203	115488090	chr12	102219732	102219946
ENSMUSG00000005078	Jkamp	104771	chr12	72132363	72148235
ENSMUSG00000075576	Gm12359	100037262	chr11	98688533	98700913
ENSMUSG00000073821	8030451A03Rik	NA	chr4	63898091	64068161
ENSMUSG00000092440	Vmn2r-ps78	NA	chr7	85533665	85533972
ENSMUSG00000033701	Acbd6	72482	chr1	155433866	155567076
ENSMUSG00000085693	Gm13371	NA	chr2	27982044	27983526
ENSMUSG00000039785	Defb5	81007	chr8	19297596	19300844
ENSMUSG00000086755	Gm11216	NA	chr4	63993770	64002051
ENSMUSG00000085032	Gm11217	102633436	chr4	64172290	64194840
ENSMUSG00000028078	Dclk2	70762	chr3	86693458	86828159
ENSMUSG00000081901	Gm15357	NA	chr8	19329025	19329862
ENSMUSG00000077214	Gm23950	115486278	chr4	64362967	64363095
ENSMUSG00000038738	Shank1	243961	chr7	43959677	44009996
ENSMUSG00000044647	Csrnp3	77771	chr2	65676111	65861890
ENSMUSG00000081941	Gm11218	NA	chr4	64775163	64776376
ENSMUSG00000110342	Gm45263	NA	chr8	55412854	55414228
ENSMUSG00000106773	Gm43799	NA	chr5	73804356	73804934
ENSMUSG00000078676	Casc3	192160	chr11	98695731	98724640
ENSMUSG00000080805	Gm11219	NA	chr4	64929467	64929824
ENSMUSG00000109725	Gm45265	NA	chr8	55458320	55460816
ENSMUSG00000039775	Defb3	27358	chr8	19343376	19345307
ENSMUSG00000070419	Cyp3a57	622127	chr5	145282089	145327736
ENSMUSG00000028370	Pappa	18491	chr4	65042411	65275746
ENSMUSG00000109927	Gm45264	NA	chr8	55481436	55485430
ENSMUSG00000109942	Gm45262	NA	chr8	55496094	55497556
ENSMUSG00000110047	A230085B16Rik	NA	chr8	55508909	55510764
ENSMUSG00000110249	9330121K16Rik	NA	chr8	55526284	55530169
ENSMUSG00000082710	Defa-ps14	NA	chr8	19472522	19473460
ENSMUSG00000109736	Gm8734	NA	chr8	55533439	55534750
ENSMUSG00000110025	Gm20586	NA	chr8	55985326	55985872
ENSMUSG00000031471	Defb8	244334	chr8	19495785	19497622
ENSMUSG00000110064	Gm18320	NA	chr8	56112388	56112982
ENSMUSG00000080894	Defa-ps15	NA	chr8	19522909	19524748
ENSMUSG00000109943	Gm45610	NA	chr8	56230234	56231017
ENSMUSG00000081094	Rpl19-ps11	NA	chr8	19542952	19543542
ENSMUSG00002075262	Gm55064	NA	chr8	19543205	19543284
ENSMUSG00000046258	Adam29	244486	chr8	56323947	56359983
ENSMUSG00000111122	Gm5949	NA	chr10	44029466	44030886
ENSMUSG00000111224	Gm18669	NA	chr10	44045573	44046350
ENSMUSG00000037790	Defb7	246080	chr8	19545113	19547791
ENSMUSG00000104644	Gm2314	NA	chr5	145337678	145338263
ENSMUSG00000105764	Gm42859	NA	chr5	145346458	145346650
ENSMUSG00000082650	Gm15358	NA	chr8	19563894	19564413
ENSMUSG00000021086	Ccdc175	73936	chr12	72148074	72231803
ENSMUSG00002075907	Gm55065	NA	chr8	19585335	19585424
ENSMUSG00000038656	Cyp3a16	13114	chr5	145373119	145406533
ENSMUSG00000083218	Gm16425	NA	chr8	19585470	19588599
ENSMUSG00000081920	Selenot-ps	NA	chr8	19629956	19630548
ENSMUSG00000036112	Metap2	56307	chr10	93694351	93732955
ENSMUSG00000110463	Gm35998	NA	chr8	19644916	19715338
ENSMUSG00000022602	Arc	11838	chr15	74540932	74544419
ENSMUSG00000087153	Gm6483	NA	chr8	19732465	19747752
ENSMUSG00000110531	Gm7760	NA	chr8	19761144	19761721
ENSMUSG00000096265	Potefam3e	626415	chr8	19779592	19803543
ENSMUSG00000102194	Gm38169	NA	chr1	179848627	179851165
ENSMUSG00000046380	Jrk	16469	chr15	74574150	74581384
ENSMUSG00000103636	Gm38331	NA	chr1	179973046	179975716
ENSMUSG00000038020	Rapgefl1	268480	chr11	98727611	98744523
ENSMUSG00000113976	Gm18243	NA	chr12	72167683	72168569
ENSMUSG00000110669	Gm10060	NA	chr8	19834762	19834872
ENSMUSG00000026468	Lhx4	16872	chr1	155573777	155627430
ENSMUSG00002076562	Gm54814	NA	chr12	72176984	72177092
ENSMUSG00000044456	Rin3	217835	chr12	102249307	102357114
ENSMUSG00000038257	Glra3	110304	chr8	56393495	56583105
ENSMUSG00000044276	4933427E11Rik	66769	chr15	74581010	74582223
ENSMUSG00000022598	Psca	72373	chr15	74586688	74588918
ENSMUSG00000082744	Gm15625	NA	chr9	55212572	55213664
ENSMUSG00000105270	Gm42863	NA	chr5	145440907	145443864
ENSMUSG00000075552	Cyp3a41b	100041375	chr5	145495474	145521540
ENSMUSG00000032128	Robo3	19649	chr9	37326965	37344542
ENSMUSG00000101983	Gm28976	NA	chr15	74590641	74590784
ENSMUSG00000056665	Them6	223626	chr15	74593053	74596488
ENSMUSG00000022596	Slurp1	57277	chr15	74596167	74599883
ENSMUSG00000103180	Gm37089	NA	chr1	155641892	155642020
ENSMUSG00000022595	Lypd2	68311	chr15	74604096	74606178
ENSMUSG00000106033	Gm43381	NA	chr5	145532606	145532770
ENSMUSG00000085066	Gm4989	NA	chrX	73610564	73611312
ENSMUSG00000062939	Stat4	20849	chr1	52026307	52146348
ENSMUSG00000105474	Selenok-ps7	NA	chr5	145559895	145560177
ENSMUSG00000106040	Cyp3a63-ps	NA	chr5	145560902	145570803
ENSMUSG00000081374	Gm15011	NA	chrX	138793683	138795162
ENSMUSG00000043715	Or7r1	NA	chrX	73612759	73618494
ENSMUSG00000052865	Gm13619	NA	chr2	65682752	65690963
ENSMUSG00000107027	1700019F05Rik	69402	chr5	74070239	74077764
ENSMUSG00000051706	Or13ae2	258393	chrX	73636285	73641184
ENSMUSG00000075551	Cyp3a41a	53973	chr5	145630859	145656946
ENSMUSG00000085160	Gm13617	NA	chr2	65774643	65784414
ENSMUSG00000075605	Slurp2	69462	chr15	74614613	74618542
ENSMUSG00000038013	Wipf2	68524	chr11	98754464	98795866
ENSMUSG00000033633	Clec18a	353287	chr8	111785552	111819058
ENSMUSG00000077462	Gm26417	115486093	chrX	73668032	73668166
ENSMUSG00000079534	Pwwp4c	434797	chrX	73682725	73689241
ENSMUSG00000048186	Bend7	209645	chr2	4722642	4806953
ENSMUSG00000040242	Fgfr1op2	67529	chr6	146478701	146500696
ENSMUSG00000081804	Xlr5d-ps	NA	chrX	73696285	73703092
ENSMUSG00000028373	Astn2	56079	chr4	65299040	66322848
ENSMUSG00000022255	Mtdh	67154	chr15	34082840	34145770
ENSMUSG00000080072	Spin2-ps2	NA	chrX	73720874	73721651
ENSMUSG00000083847	Xlr3d-ps	NA	chrX	73739653	73747682
ENSMUSG00000080777	Gm15365	NA	chrX	73757108	73757407
ENSMUSG00000065859	Gm22351	115489187	chrX	73757373	73757479
ENSMUSG00000084066	Xlr4d-ps	NA	chrX	73770835	73777747
ENSMUSG00000079532	Ctag2l2	628518	chrX	73784533	73785794
ENSMUSG00000082288	Gm14755	NA	chrX	73802145	73802528
ENSMUSG00000082427	Or7b1-ps1	NA	chrX	73805651	73806485
ENSMUSG00000082910	Gm14758	NA	chrX	73819291	73819428
ENSMUSG00000081814	Gm14695	NA	chrX	73827278	73830146
ENSMUSG00000105661	Gm43626	NA	chr5	145697355	145697516
ENSMUSG00000031295	Phka2	110094	chrX	159285162	159381874
ENSMUSG00000054417	Cyp3a44	337924	chr5	145710793	145742684
ENSMUSG00000024096	Ralbp1	19765	chr17	66155413	66192793
ENSMUSG00002075277	Gm55093	NA	chr11	98761222	98761325
ENSMUSG00000017286	Glod4	67201	chr11	76011813	76134551
ENSMUSG00000036095	Dgkb	217480	chr12	37867725	38684238
ENSMUSG00000054814	Usp46	69727	chr5	74159114	74229092
ENSMUSG00002075924	Gm54850	NA	chr18	69685034	69685142
ENSMUSG00000119124	Gm54851	NA	chr18	69911007	69911116
ENSMUSG00000118028	Gm50215	NA	chr18	70018295	70043795
ENSMUSG00000038903	Ccdc68	381175	chr18	70058497	70102555
ENSMUSG00000108719	Gm44757	NA	chr7	43964175	43964331
ENSMUSG00000090774	Vmn2r74	546980	chr7	85593822	85610837
ENSMUSG00000092263	Vmn2r-ps79	NA	chr7	85616224	85616600
ENSMUSG00000101628	Gm28177	NA	chr1	52116420	52195246
ENSMUSG00000092529	Vmn2r-ps80	NA	chr7	85647900	85648832
ENSMUSG00000092608	Vmn2r-ps81	NA	chr7	85675924	85676780
ENSMUSG00000008028	1700008O03Rik	69349	chr7	44009467	44035244
ENSMUSG00000083407	Gm13176	NA	chr2	4838947	4839423
ENSMUSG00000026994	Galnt3	14425	chr2	65913110	65955338
ENSMUSG00000078291	Gm3940	NA	chr1	52129794	52130225
ENSMUSG00000109599	Gm31812	NA	chr1	52147280	52152910
ENSMUSG00000033684	Qsox1	104009	chr1	155651775	155688635
ENSMUSG00000087250	Usp46os1	NA	chr5	74174876	74190341
ENSMUSG00000060780	Lrrtm1	74342	chr6	77219672	77234774
ENSMUSG00000106473	Gm19089	NA	chr5	145755571	145772005
ENSMUSG00000086234	Usp46os2	NA	chr5	74192929	74200664
ENSMUSG00000084948	1700061H18Rik	NA	chr18	70076391	70102680
ENSMUSG00000092330	Vmn2r-ps82	NA	chr7	85702497	85712669
ENSMUSG00000106993	Gm43417	NA	chr5	74208960	74214166
ENSMUSG00000106973	Gm43415	NA	chr5	74220699	74221448
ENSMUSG00000086824	4930448D08Rik	NA	chr18	70102748	70105437
ENSMUSG00000107255	Gm43416	NA	chr5	74252798	74253812
ENSMUSG00000108509	Gm44780	NA	chr7	44011988	44012712
ENSMUSG00000093355	Snora26	100313943	chr5	74254191	74254311
ENSMUSG00000024511	Rab27b	80718	chr18	70112202	70274676
ENSMUSG00000092357	Vmn2r-ps83	NA	chr7	85722358	85732990
ENSMUSG00000106735	A330058E17Rik	NA	chr5	74332822	74336711
ENSMUSG00000108057	Gm44234	NA	chr6	77300889	77301788
ENSMUSG00000108077	6330415B21Rik	70753	chr6	77357243	77359442
ENSMUSG00000056035	Cyp3a11	13112	chr5	145791236	145816774
ENSMUSG00000108005	Gm44435	NA	chr6	77389283	77393401
ENSMUSG00000107512	Gm44433	NA	chr6	77405661	77410492
ENSMUSG00000107917	Gm44235	NA	chr6	77448121	77451178
ENSMUSG00000107947	Gm44438	NA	chr6	77516830	77520065
ENSMUSG00000107707	Gm44286	NA	chr6	77563978	77565464
ENSMUSG00000107483	Gm44288	NA	chr6	77669962	77672756
ENSMUSG00000015133	Lrrk1	233328	chr7	65876660	66038098
ENSMUSG00000108102	Gm44437	NA	chr6	77722728	77726765
ENSMUSG00000107473	Gm44255	NA	chr6	77961499	77963551
ENSMUSG00000097964	Gm21045	NA	chr6	78045551	78046570
ENSMUSG00000108045	Gm5576	434050	chr6	78192861	78194096
ENSMUSG00000056131	Pgm3	109785	chr9	86436430	86453895
ENSMUSG00000051675	Trim32	69807	chr4	65523223	65534475
ENSMUSG00000117335	Gm49870	NA	chr17	66192628	66194022
ENSMUSG00000040234	Tm7sf3	67623	chr6	146503850	146544322
ENSMUSG00000117250	Gm49871	NA	chr17	66193415	66196030
ENSMUSG00000117229	Gm35550	NA	chr17	66212527	66223477
ENSMUSG00000110591	Potefam3f	78672	chr8	20478993	20501314
ENSMUSG00000024098	Twsg1	65960	chr17	66228967	66258221
ENSMUSG00000110164	Gm7351	NA	chr8	56426675	56427254
ENSMUSG00000109662	Gm45366	NA	chr8	56469752	56470135
ENSMUSG00000117678	Gm50219	NA	chr18	70203294	70204212
ENSMUSG00000110460	Gm20786	NA	chr8	20518431	20518866
ENSMUSG00000110649	Gm40466	NA	chr8	20576700	20584337
ENSMUSG00000118613	Gm38523	NA	chr8	111787439	111791040
ENSMUSG00000079608	Stard6	170461	chr18	70605525	70634137
ENSMUSG00000110589	Gm45754	NA	chr8	20594734	20595012
ENSMUSG00000033902	Mapkbp1	26390	chr2	119803180	119857889
ENSMUSG00000094421	Gm20778	NA	chr8	20610709	20615921
ENSMUSG00000105405	Gm42431	NA	chr5	145855366	145855688
ENSMUSG00000104805	Gm43624	NA	chr5	145892862	145901860
ENSMUSG00000083080	Gm11484	NA	chr4	66272086	66272423
ENSMUSG00000065151	Gm25480	115490047	chr4	66462298	66462430
ENSMUSG00000082053	Gm11220	NA	chr4	66643307	66643781
ENSMUSG00000049907	Rasl11b	68939	chr5	74355947	74360142
ENSMUSG00000039005	Tlr4	21898	chr4	66745821	66848521
ENSMUSG00000110458	Gm21769	NA	chr8	20697985	20698095
ENSMUSG00000031613	Hpgd	15446	chr8	56747620	56774078
ENSMUSG00000105394	Gm43115	NA	chr5	145905220	145905379
ENSMUSG00000034647	Ankrd12	106585	chr17	66272693	66384084
ENSMUSG00000096401	Gm21811	NA	chr8	20712103	20727266
ENSMUSG00000081435	Gm11403	NA	chr4	67083716	67084084
ENSMUSG00000110397	Gm45540	NA	chr8	56764339	56767944
ENSMUSG00000080815	Hmgb1-rs18	NA	chr4	67436543	67437169
ENSMUSG00000110309	Gm7419	NA	chr8	56906550	56907474
ENSMUSG00000110310	4930518J21Rik	75123	chr8	56918657	56938003
ENSMUSG00000029276	Glmn	170823	chr5	107696833	107745754
ENSMUSG00000077585	Gm24375	115485651	chr8	56974407	56974538
ENSMUSG00002075222	Gm55159	NA	chr4	67551390	67551466
ENSMUSG00000083087	Gm11249	NA	chr4	67849118	67849976
ENSMUSG00000074449	Potefam3a	100040599	chr8	20078070	20103616
ENSMUSG00000086364	Gm11751	NA	chr4	67941268	68055350
ENSMUSG00000071356	Reg3b	18489	chr6	78347640	78350449
ENSMUSG00000064762	Gm23738	115490060	chr4	68100769	68100939
ENSMUSG00000081231	Tcp1-ps1	NA	chr4	68219483	68221527
ENSMUSG00000086790	Gm12911	102633975	chr4	68230894	68240198
ENSMUSG00000097689	4930471D02Rik	NA	chr10	93733020	93737818
ENSMUSG00000028351	Brinp1	56710	chr4	68679751	68872634
ENSMUSG00000110637	Gm7807	NA	chr8	20059622	20060199
ENSMUSG00002075638	Gm55138	NA	chr10	93752031	93752198
ENSMUSG00000033624	Pdpr	319518	chr8	111821262	111863706
ENSMUSG00000114757	Gm48126	NA	chr10	93754952	93772132
ENSMUSG00000038160	Atg5	11793	chr10	44144354	44240287
ENSMUSG00000089260	Mir1929	100316688	chr10	44235672	44235764
ENSMUSG00000111078	Gm35028	NA	chr10	44294396	44300320
ENSMUSG00000074657	Kif5a	16572	chr10	127061565	127099217
ENSMUSG00000023403	Stk31	77485	chr6	49372538	49446435
ENSMUSG00000065815	Gm24697	115490014	chr4	69028908	69029014
ENSMUSG00000082553	Gm11404	NA	chr4	69209858	69213358
ENSMUSG00000082998	Gm11221	NA	chr4	69610215	69610811
ENSMUSG00000085627	Gm11222	NA	chr4	69772184	69772921
ENSMUSG00000046341	Gm11223	NA	chr4	69843867	69844316
ENSMUSG00000084342	Gm11224	NA	chr4	69872403	69873513
ENSMUSG00000082368	Gm11225	NA	chr4	69965394	69966442
ENSMUSG00000039298	Cdk5rap2	214444	chr4	70135093	70328680
ENSMUSG00000113154	Gm48713	NA	chr12	37988462	37991307
ENSMUSG00000113608	Gm48715	NA	chr12	38097092	38125734
ENSMUSG00000113941	Gm35755	NA	chr12	38139901	38142462
ENSMUSG00000080701	Gm12340	NA	chr11	76035084	76035545
ENSMUSG00000113248	Gm18338	NA	chr12	38418670	38419229
ENSMUSG00000112967	4930428E07Rik	73867	chr12	38602807	38664520
ENSMUSG00000089102	Gm23113	NA	chr19	41963627	41963725
ENSMUSG00000025171	Ubtd1	226122	chr19	41970202	42023082
ENSMUSG00000113968	Gm48813	NA	chr12	38757868	38758569
ENSMUSG00000113520	Gm4257	NA	chr12	38791697	38792209
ENSMUSG00000021087	Rtn1	104001	chr12	72258526	72455828
ENSMUSG00000115276	9930017N22Rik	NA	chr15	34127090	34130834
ENSMUSG00000084808	9430091E24Rik	NA	chr8	111855518	111872112
ENSMUSG00000022594	Lynx1	23936	chr15	74619701	74624895
ENSMUSG00000025172	Ankrd2	56642	chr19	42024439	42033549
ENSMUSG00000038215	Cep44	382010	chr8	56984557	57004082
ENSMUSG00000020458	Rtn4	68585	chr11	29642947	29694331
ENSMUSG00000111702	Gm47945	NA	chr9	37389749	37389939
ENSMUSG00000032417	Rwdd2a	69519	chr9	86454044	86456952
ENSMUSG00000117074	Gm49925	NA	chr17	66312700	66313082
ENSMUSG00000024099	Ndufv2	72900	chr17	66385633	66408554
ENSMUSG00002075329	Gm54692	NA	chr15	34139399	34139522
ENSMUSG00000034634	Ly6d	17068	chr15	74633905	74635469
ENSMUSG00000101026	Ly6g6g	78725	chr15	74642757	74650708
ENSMUSG00000030731	Syt3	20981	chr7	44033526	44049611
ENSMUSG00000038425	Poli	26447	chr18	70641751	70663691
ENSMUSG00000091709	Gm17189	NA	chr15	74655914	74672489
ENSMUSG00000025176	Hoga1	67432	chr19	42034049	42059392
ENSMUSG00000102299	Gm37539	NA	chr1	155664870	155665104
ENSMUSG00000102558	Gm37571	NA	chr1	155694240	155735337
ENSMUSG00000022257	Laptm4b	114128	chr15	34238174	34284448
ENSMUSG00000032313	Tmem266	244886	chr9	55234197	55345629
ENSMUSG00000082170	Gm8617	NA	chrX	73833543	73835764
ENSMUSG00000086081	Spin2-ps3	NA	chrX	73848405	73849166
ENSMUSG00000085695	Gm15243	NA	chrX	159310497	159316041
ENSMUSG00000081612	Xlr5e-ps	NA	chrX	73866942	73873755
ENSMUSG00000098632	Mir7665	102466842	chr2	119847998	119848060
ENSMUSG00000087458	Gm13999	NA	chr2	119855288	119857934
ENSMUSG00000079531	Pwwp4d	546325	chrX	73880802	73886961
ENSMUSG00000016918	Sulf1	240725	chr1	12762501	12931416
ENSMUSG00000098789	Jmjd7	433466	chr2	119857964	119863075
ENSMUSG00000080822	Gm14694	NA	chrX	73890167	73893044
ENSMUSG00000081832	Gm6897	NA	chrX	73904484	73904621
ENSMUSG00000080193	Gm14756	NA	chrX	73915802	73916041
ENSMUSG00000085877	Spin2-ps4	NA	chrX	73933269	73934030
ENSMUSG00000090369	4933411K16Rik	66765	chr19	42040687	42042066
ENSMUSG00000114939	Gm48566	NA	chr13	81387296	81388903
ENSMUSG00000081940	Xlr3e-ps	NA	chrX	73956023	73963926
ENSMUSG00000114454	Gm48567	NA	chr13	81648921	81649575
ENSMUSG00000049670	Morn4	226123	chr19	42063378	42074796
ENSMUSG00000081357	Xlr4e-ps	NA	chrX	73988569	73995650
ENSMUSG00000021420	Fars2	69955	chr13	36301395	36910254
ENSMUSG00000083981	Gm15363	NA	chrX	74002137	74003253
ENSMUSG00000072944	Nup62cl	279706	chrX	138907554	138963461
ENSMUSG00000044678	Ly6k	76486	chr15	74668723	74671835
ENSMUSG00000115808	Gm18949	NA	chr15	34268673	34269975
ENSMUSG00000025178	Pi4k2a	84095	chr19	42078909	42110526
ENSMUSG00002076372	Gm54694	NA	chr15	34288965	34289016
ENSMUSG00000119004	Gm23264	115488872	chr17	66393089	66393195
ENSMUSG00000068349	Gml	625599	chr15	74685301	74690664
ENSMUSG00000117321	Gm49927	NA	chr17	66401928	66402165
ENSMUSG00000026662	Sephs1	109079	chr2	4886375	4915368
ENSMUSG00000024101	Washc1	68767	chr17	66418540	66427498
ENSMUSG00000042138	Msantd2	235184	chr9	37400317	37435921
ENSMUSG00000090624	Gm17060	NA	chr6	49400995	49401818
ENSMUSG00000038151	Prdm1	12142	chr10	44313173	44404497
ENSMUSG00000108266	Gm5305	NA	chr6	49519916	49520661
ENSMUSG00000107982	Gm44219	NA	chr6	49704231	49704503
ENSMUSG00000030291	Med21	108098	chr6	146544045	146552230
ENSMUSG00000021090	Lrrc9	78257	chr12	72488640	72577524
ENSMUSG00000068600	Gml2	15202	chr15	74690920	74706720
ENSMUSG00000087663	Defa-ps3	NA	chr8	21568157	21568862
ENSMUSG00000094687	Defa25	13236	chr8	21574458	21575301
ENSMUSG00000108372	Gm45124	NA	chr7	44035824	44038578
ENSMUSG00000109119	Gm44752	NA	chr7	65958943	65962247
ENSMUSG00000055571	Or14a259	258609	chr7	86010062	86016136
ENSMUSG00000085898	Gm6689	NA	chr8	21581382	21581862
ENSMUSG00000061958	Defa38	634825	chr8	21585090	21586066
ENSMUSG00000119855	Gm24568	115487042	chr8	21585640	21585731
ENSMUSG00002076205	Gm55332	NA	chr7	66020140	66020229
ENSMUSG00000085173	Gm2869	NA	chr8	21590667	21593287
ENSMUSG00000098353	Mir7057	102465640	chr7	66031415	66031472
ENSMUSG00000062426	Or14a258	258089	chr7	86034865	86035866
ENSMUSG00000038206	Fbxo8	50753	chr8	57004125	57046974
ENSMUSG00000047085	Lrrc4b	272381	chr7	44078442	44112775
ENSMUSG00000075604	Cyp11b1	110115	chr15	74705974	74713492
ENSMUSG00000029630	Cyp3a25	56388	chr5	145914004	145946428
ENSMUSG00000018821	Avpi1	69534	chr19	42111712	42117498
ENSMUSG00000116562	Gm46542	NA	chr16	68685234	68685483
ENSMUSG00002076891	Gm54759	NA	chr16	68698784	68699069
ENSMUSG00000029819	Npy	109648	chr6	49799690	49806487
ENSMUSG00000116931	Gm18496	NA	chr16	68796334	68796996
ENSMUSG00000042433	Dnaaf6b	331537	chrX	138963628	139007546
ENSMUSG00000107073	4930428D20Rik	78110	chr16	69593023	69597269
ENSMUSG00000063163	Speer2	224318	chr16	69653762	69660632
ENSMUSG00000110993	Gm47963	NA	chr9	37409065	37411208
ENSMUSG00000032314	Etfa	110842	chr9	55361792	55419527
ENSMUSG00000039608	Or6aa1	258612	chr7	86041018	86046997
ENSMUSG00000044345	Marveld1	277010	chr19	42135839	42140142
ENSMUSG00000110039	Gm45541	NA	chr7	86051974	86052027
ENSMUSG00000022589	Cyp11b2	13072	chr15	74722859	74728167
ENSMUSG00000081761	Gm6298	NA	chrX	138985229	138986209
ENSMUSG00000061549	Or14c44	257958	chr7	86053054	86063232
ENSMUSG00000086441	Gm15046	NA	chrX	139079447	139178611
ENSMUSG00000104074	Gm37025	NA	chr3	86771799	86772627
ENSMUSG00000035840	Lysmd3	80289	chr13	81805782	81820990
ENSMUSG00000093102	Mir3475	100499512	chrX	139211697	139211761
ENSMUSG00000064872	Gm23376	115489843	chr3	86838050	86838209
ENSMUSG00000062168	Ppef1	237178	chrX	159406090	159518761
ENSMUSG00000116588	Gm49655	NA	chr16	69861475	69911605
ENSMUSG00000103650	Gm37207	NA	chr3	86840675	86840970
ENSMUSG00000092401	Or14n1-ps1	NA	chr7	86085121	86094466
ENSMUSG00000116531	Gm19082	NA	chr16	69940053	69941160
ENSMUSG00000116794	Gm49656	NA	chr16	69986850	69987285
ENSMUSG00000038543	BC028528	229600	chr3	95791266	95799317
ENSMUSG00000042401	Crtac1	72832	chr19	42256726	42420224
ENSMUSG00000029629	Phf14	75725	chr6	11907808	12081204
ENSMUSG00000020168	Or14c43	257929	chr7	86109129	86118765
ENSMUSG00000116650	Gm49657	NA	chr16	70082145	70082569
ENSMUSG00000085884	Gm15342	NA	chr16	95837290	95839943
ENSMUSG00000110318	Gm2767	NA	chr8	57013951	57014423
ENSMUSG00002075672	Gm54761	NA	chr16	95842045	95842168
ENSMUSG00000062878	Or14a257	257905	chr7	86135530	86141692
ENSMUSG00000083509	Defa-ps4	NA	chr8	21609182	21609364
ENSMUSG00000117289	1700093J21Rik	NA	chr16	95883876	95890270
ENSMUSG00000111463	Gm48061	NA	chr10	44456513	44466234
ENSMUSG00000003283	Hck	15162	chr2	152950388	152993361
ENSMUSG00000117270	Gm49953	NA	chr16	95898404	95916062
ENSMUSG00000111730	Gm5950	NA	chr10	44465924	44468569
ENSMUSG00002075828	Gm55079	NA	chr8	57014336	57014444
ENSMUSG00000088964	Gm22087	NA	chr10	44473236	44473323
ENSMUSG00000109760	Gm6503	NA	chr8	57166084	57168308
ENSMUSG00000111116	Gm48065	NA	chr10	44473885	44478170
ENSMUSG00000114371	Gm48769	NA	chr13	36366695	36367031
ENSMUSG00000110000	Gm33501	NA	chr8	57313603	57341928
ENSMUSG00000114617	Gm48766	NA	chr13	36436342	36440903
ENSMUSG00000057067	Or14c45	258611	chr7	86169176	86177705
ENSMUSG00000111034	Gm48066	NA	chr10	44523514	44538492
ENSMUSG00000080902	Ywhaq-ps3	NA	chr4	70166873	70167610
ENSMUSG00000110043	Gm7328	NA	chr8	57405864	57408088
ENSMUSG00000114714	Gm48763	NA	chr13	36642430	36643263
ENSMUSG00002076539	Gm55177	NA	chr4	70330855	70331160
